source,period_start,period_end,periods,annual_addition_total_mw,annual_addition_total_gw,note,retrieved_at_utc,source_url
MNRE year-wise achievement and MNRE physical progress,2014,2026-27-1st-apr-2026-31st-march-2027,14,404275.57,404.2756,Use with latest cumulative RE capacity to calculate CAGR after validating FY labels from source page.,2026-05-22T02:03:57+00:00,https://mnre.gov.in/en/year-wise-achievement/
