s_no,company_name_developer_operator,project_name,status,district,state,latitude,longitude,end_use,expected_announced_capacity_in_kilo_tonnes_per_annum_ktpa,expected_announced_capacity_electrolyser_capacity_mw,expected_announced_capacity_biomass_waste_feedstock_volume_tpd,completion_year_if_completed_expected_completion_date,source,source_table,source_url,retrieved_at_utc
118,IOCL/ IISC,IOCL & IISC Karnataka Hydrogen Plant,Commissioned,Bengaluru,Karnataka,13.01747103,77.57137809,Hydrogen,0.04,-,1.2,2022.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
119,nan,IOCL - Jodhpur Refinery Green Hydrogen Production,Announced,Rajasthan - Jodhpur,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
120,nan,IOCL - Kochi Airport Green Hydrogen Production,Announced,Kerala - Kochi,nan,nan,nan,Fuel Cell Buses,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
121,IOCL/ L&T,IOCL Panipat Hydrogen Plant,Under construction,Panipat,Haryana,29.47727971,76.88131666,Hydrogen,10,63.42,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
122,IOCL,IOCL Vision,Announced,Across all its refineries,nan,nan,nan,nan,340,2156.27,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
123,nan,"IOCL, L&T and ReNew - Green Hydrogen at Mathura Refinery",Announced,Uttar Pradesh - Mathura,nan,nan,nan,Blending with Grey Hydrogen,5000,31.900,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
124,nan,"IOCL, L&T and ReNew - Green Hydrogen at Panipat Refinery",Announced,Haryana - Panipat,nan,nan,nan,Blending with Grey Hydrogen,7000,31.900,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
125,nan,ISA and NDDB - Varanasi Ramnagar Green Hydrogen Project,Announced,Uttar Pradesh - Varanasi,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
126,Jakson Green,Jakson Green - Deendayal Port Authority Green Ammonia Project,Announced,Kachchh,Gujarat,23.06405647,70.1435225,Ammonia,23.47,148.87,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
127,nan,Jakson Green - Green Hydrogen and Ammonia,Announced,Rajasthan,nan,nan,nan,Ammonia production,65700,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
128,Jakson Green,Jakson Green Kota Hydrogen Project - Phase I,Announced,Kota,Rajasthan,25.214705,75.870806,Ammonia,2.65,16.79,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
129,Jakson Green,Jakson Green Kota Hydrogen Project - Phase II,Announced,Kota,Rajasthan,25.214705,75.870806,Ammonia,61.78,391.77,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
130,Jakson Green,Jakson Green NCR Green Hydrogen Mobility Project,Announced,nan,nan,nan,nan,Hydrogen,-,3.80,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
131,Jindal India Renewable Energy Ltd,Jindal Renewables Anugul Hydrogen Project,Announced,Angul,Odisha,20.849097,85.100246,Hydrogen,4.5,28.54,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
132,Jindal Stainless Steel,Jindal Stainless Steel - Jajpur Plant,Announced,Cuttack,Odisha,20.83371947,86.35315851,Hydrogen,0.47,2.98,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
133,Hygenco India Pvt Ltd/ Jindal Stainless Ltd,Jindal Stainless Steel/ Hygenco Hisar Hydrogen Plant,Commissioned,Hisar,Haryana,29.151861,75.721123,Hydrogen,0.25,1.59,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
134,JK Srivastava/ Hynfra,JK Srivastava & Hynfra JV Visakhapatnam Hydrogen Project,Announced,Visakhapatnam,Andhra Pradesh,17.70779485,83.28938525,Ammonia,176.5,1119.36,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
135,JSW Energy Ltd,JSW Energy Karnataka Hydrogen Project,Under construction,Vijayapura,Karnataka,17.482769,76.530593,Hydrogen,3.8,25.00,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
136,nan,JSW Green Hydrogen - Green Hydrogen/Ammonia,Under Construction,Karnataka - Mangaluru,nan,nan,nan,Ammonia production,3800,26.761,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
137,Juno Joule/ Select Energy,Juno Joule Energy Mulapeta Port Hydrogen Project,Announced,Srikakulam,Andhra Pradesh,18.53233984,84.32442422,Ammonia,180,1141.55,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
138,Karnataka Renewable Energy Development Ltd,Karnataka Renewable Energy Development Ballari Hydrogen Project,Announced,Bellary,Karnataka,15.19268464,76.71085732,Hydrogen,-,0.30,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
139,nan,Keppel Corp & Greenko - JV Green Ammonia,Announced,nan,nan,nan,nan,Ammonia production,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
140,KP Group/ AHES/ GH2 Solar,KP Group/ AHES/ GH2 Solar Alliance - Green Ammonia Project,Announced,nan,nan,nan,nan,Ammonia,17.65,111.94,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
141,KPI Green Hydrogen Pvt Ltd,KPI Green Matar Gujarat Hydrogen Plant,Commissioned,Kheda,Gujarat,22.70691,72.666257,Hydrogen,-,1.00,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
142,nan,L&amp;T - Green Hydrogen Plant,Commissioned,Gujarat - Hazira,nan,nan,nan,Heavy Industry,113600,0.8000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
143,Larsen & Toubro Ltd,L&T Hazira Green Hydrogen Plant,Commissioned,Hazira,Gujarat,21.16197,72.66701,Hydrogen,0.15,1.00,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
144,Larsen & Toubro Ltd/ Itochu,L&T Kandla Port Green Hydrogen Project - Phase I,Announced,Kachchh,Gujarat,23.003189,70.218478,Ammonia,52.95,335.81,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
145,Larsen & Toubro Ltd,L&T Kandla Port Green Hydrogen Project - Phase II,Announced,Kachchh,Gujarat,23.003189,70.218478,Ammonia,264.75,1679.03,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
146,Larsen & Toubro Ltd,L&T Paradeep Port Green Hydrogen Project,Announced,Jagatsinghpur,Odisha,20.2821581,86.6728315,Ammonia,317.7,2014.84,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
147,ACME Cleantech Solutions Pvt Ltd / L Tech UVC,LTech UVC/ ACME Hydrogen Project,Announced,nan,nan,nan,nan,Ammonia,35.3,223.87,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
148,nan,Mahagenco - Bhusawal Green Hydrogen Project,Announced,Maharashtra - Bhusawal,nan,nan,nan,Blending with Grey Hydrogen,15.75,0.100,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
149,MAHAGENCO,MAHAGENCO Jalgaon Green Hydrogen Project,Under construction,Jalgaon,Maharashtra,21.04218507,75.79971508,Hydrogen,0.01,0.09,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
150,nan,MAHAPREIT - Green Hydrogen Production,Announced,Maharashtra - Pune,nan,nan,nan,GH2 Production,157,1.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
151,Mahatma Phule Renewable Energy and Infrastructure Technology Ltd,MAHAPREIT Pune Hydrogen Project,Under construction,Pune,Maharashtra,18.524599,73.854723,Hydrogen,-,1.00,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
152,nan,Malati Fine Chemicals Pune Hydrogen Project,Announced,Maharashtra,nan,nan,nan,Green Hydrogen,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
153,Medha Servo Drives Pvt Ltd,Medha Jind Hydrogen Project,Under construction,Jind,Haryana,29.343174,76.285623,Hydrogen,0.15,1.00,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
154,nan,MRPL - Mangaluru Green Hydrogen Project,Announced,Karnataka - Mangaluru,nan,nan,nan,Refinery,500,3.521,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
155,Mangalore Refinery and Petrochemicals Ltd,MRPL Mangaluru Hydrogen Project - Phase I,Announced,Dakshina Kannada,Karnataka,15.36788696,75.10695396,Hydrogen,0.5,3.17,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
156,Mangalore Refinery and Petrochemicals Ltd,MRPL Mangaluru Hydrogen Project - Phase II,Announced,Dakshina Kannada,Karnataka,15.36788696,75.10695396,Hydrogen,10,63.42,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
157,nan,National Fertilizers Ltd. - Nangal Green Ammonia Plant,Decommissioned,Punjab - Nangal,nan,nan,nan,Fertilizers,-,149.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
158,National Institute of Solar Energy,National Institute of Solar Energy Gurgaon Green Hydrogen project,Commissioned,Gurgaon,Haryana,28.4639596580563,77.0082359940259,Hydrogen,0.01,0.05,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
159,nan,NHPC - Green Hydrogen Production Pilot,Planned,Himachal Pradesh - Chamba,nan,nan,nan,Mobility,7.3,0.0514,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
160,nan,NHPC - Kargil Green Hydrogen Pilot,Announced,Ladakh - Kargil,nan,nan,nan,Mobility,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
161,nan,NHPC - Leh Green Hydrogen for Microgrid,Announced,Ladakh - Leh,nan,nan,nan,Microgrid,47.25,0.332,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
162,NHPC Ltd,NHPC Chamba Hydrogen Project,Under construction,Chamba,Himachal Pradesh,32.5534,76.1258,Hydrogen,0.04,0.26,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
163,NHPC Ltd,NHPC Ladakh Hydrogen Project,Under construction,Kargil,Ladakh,34.1526,77.5771,Hydrogen,0.01,0.28,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
164,NHPC/ GH2 Solar Pvt Ltd,NHPC Leh Hydrogen Project (GH2 Solar),Under construction,Leh,Ladakh,34.16453,77.593512,Hydrogen,-,0.25,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
165,NLC India Ltd,NLC India Neyveli Hydrogen Project,Announced,Cuddalore,Tamil Nadu,11.538644,79.479386,Hydrogen,-,4.00,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
166,Nuclear Power Corporation of India Ltd,NPCIL Rawatbhata Hydrogen Plant,Announced,Chittorgarh,Rajasthan,24.87661487,75.62029382,Hydrogen,0.01,0.05,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
167,Nuclear Power Corporation of India Ltd,NPCIL Tarapur Hydrogen Plant,Commissioned,Palghar,Maharashtra,19.83226341,72.66164705,Hydrogen,0.02,0.13,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
168,nan,NTPC - AP Green Hydrogen Hub,Announced,nan,nan,nan,nan,Export,547500,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
169,nan,NTPC - City Gas at NTPC Kawas,Commissioned,Gujarat - Surat,nan,nan,nan,Blending with Natural Gas,0.7,0.050,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
170,nan,NTPC - Green Hydrogen for Fuel Cell Microgrid Simhadri,Under construction,Andhra Pradesh - Visakhapatnam,nan,nan,nan,Microgrid,37.6,0.240,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
171,nan,NTPC - Green Hydrogen for Green Methanol from CC Ramagundam,Announced,Telangana - Ramagundam,nan,nan,nan,Methanol production,3650,23.300,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
172,nan,NTPC - Green Hydrogen for Green Methanol from CC Vindhyachal,Commissioned,Madhya Pradesh - Vindhyachal,nan,nan,nan,Methanol production,730,5.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
173,nan,NTPC - Green Hydrogen for Ladakh Fuelling Station,Commissioned,Ladakh - Jammu and Kashmir,nan,nan,nan,Mobility,29.2,0.206,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
174,nan,NTPC - Green Hydrogen from Solar,Announced,"Gujarat - Khavda, Rann of Kutch",nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
175,nan,NTPC - New Energy Park : Green Hydrogen Hub,Announced,"Pudimadaka, AP",nan,nan,nan,PtX Products,547500,3855.634,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
176,NTPC/ Gujarat Alkalies and Chemicals Ltd,NTPC / GACL Gujarat Hydrogen Project,Announced,nan,Gujarat,nan,nan,"Chemicals, Ammonia, Methanol",16.68,57.70,12.78,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
177,nan,NTPC and GACL - Green Methanol and Ammonia,Announced,Gujarat,nan,nan,nan,Green Methanol,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
178,NETRA (NTPC),NTPC Dadri Project,Commissioned,GautamBuddha Nagar,Uttar Pradesh,28.60851527,77.60379785,Hydrogen,0.02,0.10,-,2023.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
179,NTPC,NTPC Green Energy VOC Port Green Ammonia Project,Announced,Thoothukudi,Tamil Nadu,8.757427,78.178904,Ammonia,8.83,55.97,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
180,NTPC Green Energy Ltd,NTPC Green Energy VOC Port Hydrogen Project,Announced,Thoothukudi,Tamil Nadu,8.757427,78.178904,Hydrogen,-,1.00,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
181,nan,NTPC Green Hydrogen Mobility,Under construction,"Greater Noida, UP",nan,nan,nan,Mobility,94.9,1.600,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
182,NTPC,NTPC Kandla Green Ammonia Project,Announced,Kachchh,Gujarat,23.002873,70.223284,Ammonia,17.65,111.94,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
183,NTPC,NTPC Kandla Hydrogen Mobility Stations,Announced,Kachchh,Gujarat,23.002873,70.223284,Hydrogen,-,1.00,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
184,nan,NTPC Kandla Hydrogen Plant,Announced,nan,nan,nan,nan,Hydrogen,142,1.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
185,NTPC Green Energy Ltd,NTPC Kawas Hazira Hydrogen Project,Commissioned,Surat,Gujarat,21.17926406,72.69364651,Hydrogen,0.001,0.01,-,2023.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
186,NTPC,NTPC Ladakh (Army Micro Grid) Hydrogen Plant,Under construction,Leh,Ladakh,33.60384511,78.65284259,Hydrogen,0.07,1.00,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
187,NTPC,NTPC Ladakh Hydrogen Plant,Commissioned,Leh,Ladakh,34.1526,77.5771,Hydrogen,0.03,0.19,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
188,NETRA (NTPC),NTPC NETRA Biomass to Hydrogen Plant,Under construction,GautamBuddha Nagar,Uttar Pradesh,28.51516035,77.46665558,Hydrogen,0.37,-,25,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
189,NETRA (NTPC),NTPC Netra Hydrogen (STP Water) Project,Commissioned,GautamBuddha Nagar,Uttar Pradesh,28.504634,77.464163,Hydrogen,0.05,0.35,-,2023.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
190,NETRA (NTPC),NTPC NETRA Lara Super Thermal Hydrogen Project,Under construction,Raigarh,Chhattisgarh,21.717995,83.458805,Hydrogen,1.1,7.50,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
191,NTPC Green Energy Ltd,NTPC Pudimadaka Hydrogen Project - Phase II,Announced,Anakapalli,Andhra Pradesh,17.4927,83.0028,Ammonia,257.69,1634.26,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
192,NTPC Green Energy Ltd,NTPC Pudimadaka Hydrogen Project - Phase III,Announced,Anakapalli,Andhra Pradesh,17.4927,83.0028,Methanol,217.01,868.06,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
193,NTPC,NTPC Renewable Sipat Hydrogen Project,Announced,Bilaspur,Chhattisgarh,22.14323,82.289979,Hydrogen,-,2.00,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
194,NTPC Ltd,NTPC Simhadri (Micro Grid) Hydrogen Plant,Under construction,Visakhapatnam,Andhra Pradesh,17.59715,83.08746,Hydrogen,-,0.24,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
195,NETRA (NTPC),NTPC Simhadri (Sea Water) Hydrogen Plant,Under construction,Visakhapatnam,Andhra Pradesh,17.59715,83.08746,Hydrogen,0.37,2.31,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
196,Indian Institute of Petroleum and Energy,NTPC Simhadri/ IIPE Visakhapatnam Green Hydrogen Plant,Under construction,Visakhapatnam,Andhra Pradesh,17.59620312,83.0875471,Hydrogen,0.37,0.06,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
197,NTPC,NTPC Syama Prasad Mookerjee Port/ Kolkata Port Trust Green Ammonia Project,Announced,Kolkata,West Bengal,22.55658013,88.31417113,Ammonia,8.83,55.97,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
198,NETRA (NTPC),NTPC Vindhyachal Green Hydrogen Plant,Commissioned,Singrauli,Madhya Pradesh,24.0993,82.67562,Methanol,0.73,5.00,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
199,nan,"NTPC, Ohmium and Spirare Energy - NETRA campus",Announced,Uttar Pradesh - Greater Noida,nan,nan,nan,Energy Storage,52,0.330,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
200,NETRA (NTPC),NTPC-NETRA UP Green Hydrogen Micro Grid,Commissioned,GautamBuddha Nagar,Uttar Pradesh,28.50527348,77.465508,Hydrogen,0.05,0.33,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
201,NTPC/ GRIDCO/ CRUT,NTPC/ GRIDCO/ CRUT Mobility Project- Odisha,Announced,Khordha,Odisha,20.29615981,85.81742428,Hydrogen,0.16,1.00,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
202,NTPC/ Jakson Green,NTPC/ Jakson Green Greater Noida Green hydrogen Mobility project,Under construction,GautamBuddha Nagar,Uttar Pradesh,28.47573833,77.50419481,Hydrogen,0.09,1.60,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
203,nan,Numaligarh Refinery Hydrogen Project Phase 1,Announced,nan,nan,nan,nan,nan,2400,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
204,Numaligarh Refinery Hydrogen Complex,Numaligarh Refinery Hydrogen Project Phase III,Announced,Golaghat,Assam,26.596,93.765428,Hydrogen,7.6,48.20,-,2035.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
205,Numaligarh Refinery Hydrogen Complex,Numaligarh Refinery Hydrogen Project- Phase I,Under construction,Golaghat,Assam,26.58920265,93.78912681,Hydrogen,2.4,16.00,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
206,Numaligarh Refinery Hydrogen Complex,Numaligarh Refinery Hydrogen Project- Phase II,Announced,Golaghat,Assam,26.58920265,93.78912681,Hydrogen,10,63.42,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
207,O2 Power Pvt Ltd,O2 Power Mangaluru Hydrogen Project,Announced,Dakshina Kannada,Karnataka,12.91361,74.856179,Ammonia,38.65,245.14,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
208,nan,O2Power - Green Hydrogen/Ammonia,Announced,Karnataka - Mangaluru,nan,nan,nan,Ammonia production,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
209,nan,Ocior - Gujarat MoU Green Hydrogen and Ammonia,Announced,Gujarat - Kutch,nan,nan,nan,nan,1000000,6371.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
210,nan,Ocior - Odisha 1 MT Green Ammonia Plant,Announced,Odisha,nan,nan,nan,Ammonia production,1000000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
211,Ocior Energy India Pvt Ltd,Ocior Energy Andhra Pradesh Hydrogen Project,Announced,nan,Andhra Pradesh,nan,nan,Ammonia,176.5,1119.36,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
212,Ocior Energy India Pvt Ltd,Ocior Energy Gujarat Hydrogen Project - Phase I,Announced,Kachchh,Gujarat,23.01369724,70.21428462,Ammonia,17.65,111.94,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
213,Ocior Energy India Pvt Ltd,Ocior Energy Gujarat Hydrogen Project - Phase II,Announced,Kachchh,Gujarat,23.01369724,70.21428462,Ammonia,158.85,1007.42,-,2032.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
214,Ocior Energy India Pvt Ltd,Ocior Energy Odisha Hydrogen Project - Phase I,Under construction,Ganjam,Odisha,19.33026596,84.91147875,Ammonia,35.3,223.87,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
215,Ocior Energy India Pvt Ltd,Ocior Energy Odisha Hydrogen Project - Phase II,Announced,Ganjam,Odisha,19.33026596,84.91147875,Ammonia,158.85,1007.42,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
216,nan,OIL India - Jorhat Pump Station AEM Electrolyser,Commissioned,Assam,nan,nan,nan,Blending with Natural Gas,3.6,0.100,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
217,Oil India Ltd/ H.P. Power Corporation Ltd,OIL India Himachal Pradesh Hydrogen Plant,Under construction,Solan,Himachal Pradesh,31.06859691,76.66499028,Hydrogen,0.15,1.00,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
218,Oil India Ltd,OIL India Jorhat Hydrogen Plant,Commissioned,Jorhat,Assam,26.774127,94.203163,Hydrogen,0.004,0.10,-,2022.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
219,Oil India Limited,Oil India Limited Vision,Announced,nan,nan,nan,nan,Hydrogen,24.84,157.55,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
220,ONGC,ONGC - Tatipaka (Green Hydrogen Project),Announced,East Godavari,Andhra Pradesh,16.50276567,81.89644526,Hydrogen,-,1.00,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
221,nan,ONGC and Greenko - JV Green Hydrogen Project,Announced,Andhra Pradesh,nan,nan,nan,Ammonia Production,184600,1300.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
222,ONGC,ONGC Mangaluru Hydrogen Project,Announced,Dakshina Kannada,Karnataka,12.917625,74.852746,Ammonia,-,1119.36,-,2035.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
